time,frequency
1.685,261.30989399042426
1.69,259.76813680138156
1.695,260.13311705642025
1.7,259.8989850955839
1.705,260.6195729663715
1.71,261.030400558106
1.715,262.20413519020565
1.72,261.84798534038805
1.725,260.31314792050915
1.73,259.09247633748646
1.735,255.26534148776662
1.74,255.6664540175599
1.745,256.5266219217866
1.75,254.87974860415446
1.755,256.413662952164
1.76,256.90082726204366
1.765,265.71651897878957
1.77,276.04366903976313
1.775,275.4176079213568
1.78,275.4911823101269
1.785,275.44495701804675
1.79,276.25613212755945
1.795,0.0
1.8,310.44880791927983
1.805,281.61559641345383
1.81,283.46212188007263
1.815,283.9397185750358
1.82,280.6148644248421
1.825,285.5784193186913
1.83,283.10110219265215
1.835,284.0452148119534
1.84,279.6423708470431
1.845,284.22215208403253
1.85,284.65673097055856
1.855,284.8652632414931
1.86,281.62569209576367
1.865,280.91129431479885
1.87,281.26101125928136
1.875,282.8190575379298
1.88,282.7441075161644
1.885,283.0683160239027
1.89,283.13142062040777
1.895,285.7755814236282
1.9,285.749573293466
1.905,288.9056575570034
1.91,287.0339357373101
1.915,288.4192901383638
1.92,290.8632799800614
1.925,295.1776653156148
1.93,293.74652357458956
1.935,296.4067084665935
1.94,293.8548202129422
1.945,293.69631775737776
1.95,288.51904713389825
1.955,291.4307954268552
1.96,0.0
1.965,317.0322772728176
1.97,310.54213937337835
1.975,310.1890804371167
1.98,317.4894046800846
1.985,313.897576438163
1.99,310.8248969754284
1.995,312.978472900109
2.0,314.49798770874037
2.005,323.05914132145
2.01,319.59227392206594
2.015,317.04429929833253
2.02,315.0823924064256
2.025,316.8056197618297
2.03,321.95718249796937
2.035,319.3233115962844
2.04,312.92472256340176
2.045,312.3036674011953
2.05,317.4246940903231
2.055,319.41899087982205
2.06,317.33842293715657
2.065,319.07289352111957
2.07,318.135120846745
2.075,298.45184492163736
2.08,309.04338187597375
2.085,324.5804141199581
2.09,316.14199854549986
2.095,321.01811855989627
2.1,312.74202821372495
2.105,315.01926715338504
2.11,319.47712697413266
2.115,326.9763811176745
2.12,314.9023041195702
2.125,329.64203406941147
2.13,321.80520938813896
2.135,311.8839109892659
2.14,315.5251413002543
2.145,315.71168382522814
2.15,322.1942827160244
2.155,318.37050608200764
2.16,316.6940913910771
2.165,316.3135170992306
2.17,320.3995021568855
2.175,323.739589085227
2.18,323.8106084273567
2.185,319.29929645635787
2.19,321.35408555647854
2.195,324.04592264220116
2.2,328.4123963220945
2.205,329.44319241525676
2.21,312.3609264852169
2.215,309.46496750410995
2.22,321.36501095204346
2.225,334.3224908197556
2.23,342.6803628725965
2.235,338.47168430193466
2.24,347.51464699508375
2.245,353.924930151681
2.25,360.4627520958169
2.255,365.41784176403627
2.26,375.2325636498542
2.265,402.23339776881215
2.27,0.0
2.275,0.0
2.28,0.0
2.285,0.0
2.29,0.0
2.295,0.0
2.3,0.0
2.305,484.62219652270187
2.31,506.1269752111165
2.315,507.0759682551781
2.32,516.9004605192886
2.325,516.2345047433124
2.33,519.6796215025402
2.335,518.6461734979399
2.34,515.4932305087223
2.345,522.7992007873216
2.35,522.747944506557
2.355,517.9022263259566
2.36,519.3559625859698
2.365,517.4592708658188
2.37,517.580230218249
2.375,512.4101502141622
2.38,515.9861770088235
2.385,516.294524881227
2.39,515.5690179411325
2.395,514.1078190720506
2.4,516.199693643904
2.405,511.73618726866044
2.41,510.39998118842556
2.415,513.3524931832928
2.42,513.1258105449518
2.425,517.0907844693619
2.43,514.2802063015973
2.435,511.52706509301555
2.44,513.9197037326967
2.445,513.3172730326279
2.45,512.4786480998655
2.455,513.8982725478921
2.46,510.6905333104361
2.465,508.43387421868096
2.47,511.42434170487485
2.475,509.0805005952841
2.48,507.3986516905977
2.485,507.4293452051505
2.49,509.2625027630507
2.495,505.45065533623034
2.5,505.7989592342796
2.505,506.1094727477927
2.51,509.4258836268104
2.515,511.56725937699133
2.52,513.2238339915148
2.525,516.0901677581761
2.53,511.8382972011225
2.535,512.5356098481361
2.54,510.7619178517335
2.545,509.82824119318883
2.55,511.145903610674
2.555,511.7734096143827
2.56,512.0324823664531
2.565,511.6834870750467
2.57,511.9540018640433
2.575,512.2227023141052
2.58,514.4822049332561
2.585,513.0747264698557
2.59,514.7173638919121
2.595,513.6058034680933
2.6,513.5354223378963
2.605,514.8302697168606
2.61,513.5211790601634
2.615,513.141572850442
2.62,513.6588171005966
2.625,513.3261818048164
2.63,510.8594199532684
2.635,514.0758587175841
2.64,512.1628627158833
2.645,510.75591827811064
2.65,511.2226157133819
2.655,511.1342245145376
2.66,512.9968582499647
2.665,510.72723498993173
2.67,512.7141204543185
2.675,515.6129501174433
2.68,513.5705263658157
2.685,511.02874299574256
2.69,512.9270778277208
2.695,505.50875693584084
2.7,511.6330501212599
2.705,510.85912278149084
2.71,512.9758498078261
2.715,510.88623597603413
2.72,512.9769640857475
2.725,512.2277874323547
2.73,512.9628830229116
2.735,510.11762912934677
2.74,509.9012846305368
2.745,513.6856876765918
2.75,516.1695608709133
2.755,517.2518924344713
2.76,516.4398966213339
2.765,516.9265278832494
2.77,516.0067958162043
2.775,510.87134185500446
2.78,514.63217275181
2.785,514.6455016642055
2.79,512.793537684039
2.795,514.619158507675
2.8,515.4115089867798
2.805,517.4359363292863
2.81,519.4383754839369
2.815,517.4487754383196
2.82,516.1967595939017
2.825,516.0688080664947
2.83,515.6289133021561
2.835,510.7954658841023
2.84,515.2067690104504
2.845,513.9969988608855
2.85,514.8426114978708
2.855,512.105305368465
2.86,511.64171124994203
2.865,514.2181880447063
2.87,514.7156620512445
2.875,514.2466975635708
2.88,510.9949441416781
2.885,514.6474701725087
2.89,511.70352482946055
2.895,511.0088062830745
2.9,512.0386739861351
2.905,505.5041035189059
2.91,510.4114993727214
2.915,511.38096360896344
2.92,511.42677107722693
2.925,514.2656218017622
2.93,513.9944191153019
2.935,515.3743225856228
2.94,514.2806020551803
2.945,508.5918607537875
2.95,512.8792547015101
2.955,511.36583271588034
2.96,513.6116789495129
2.965,514.9264778196771
2.97,514.6225534029296
2.975,510.7204328708408
2.98,509.8073132910166
2.985,506.89050555023135
2.99,507.7373731648075
2.995,509.48390199984726
3.0,507.99514253573636
3.005,511.79142507349775
3.01,511.14012333921255
3.015,510.56769647267714
3.02,509.13011375281667
3.025,510.39600431743435
3.03,510.15319266165415
3.035,506.7014393522092
3.04,510.0336739065786
3.045,508.63267090911086
3.05,509.7747973672814
3.055,510.52235246709336
3.06,509.61725969758214
3.065,509.4185248047926
3.07,512.4495955548484
3.075,509.59110243272073
3.08,510.03363874547466
3.085,510.72797184120105
3.09,509.6265503684941
3.095,504.32790109091513
3.1,510.4500801754082
3.105,512.5495556483004
3.11,510.2978022962351
3.115,512.4800978938478
3.12,514.7372073009917
3.125,509.9761945581625
3.13,513.8501592308236
3.135,514.170469659466
3.14,513.1406453202089
3.145,512.0282863296242
3.15,513.2534321085757
3.155,515.7753995823329
3.16,511.1899116118198
3.165,512.7805370995841
3.17,514.0530632661623
3.175,511.8983756864815
3.18,515.0132064065244
3.185,516.5344623501369
3.19,515.4276716089208
3.195,515.8526141832863
3.2,516.8505895853215
3.205,514.7064594354781
3.21,514.4649022313139
3.215,512.7827498263238
3.22,512.4245957822151
3.225,513.1071727154501
3.23,513.6848184897408
3.235,510.2583925723641
3.24,511.85151302543994
3.245,510.7236573515546
3.25,510.300493215419
3.255,511.53226517796304
3.26,511.3050265609518
3.265,510.7422981902092
3.27,510.0145744533945
3.275,509.1331721269551
3.28,507.13694813083083
3.285,508.10981121091265
3.29,506.4175148513906
3.295,509.6818041287477
3.3,510.8383270673159
3.305,510.79834914124774
3.31,511.32688070675607
3.315,510.1501543372268
3.32,508.9642290600774
3.325,510.03557181291933
3.33,509.1208388192598
3.335,507.5190715405711
3.34,508.2607738294435
3.345,507.2434737771344
3.35,508.23045010545655
3.355,508.75421030900895
3.36,510.04051223741646
3.365,508.50372974171665
3.37,510.61329322844443
3.375,510.29328773512174
3.38,509.2776763888668
3.385,508.46692979120417
3.39,510.4434701169146
3.395,510.5473703272702
3.4,511.7697682036189
3.405,512.5845709592514
3.41,512.1949624720186
3.415,515.3542505202723
3.42,513.7342057258387
3.425,512.2690281466352
3.43,513.2114524768687
3.435,512.0354613187118
3.44,511.54988698522453
3.445,511.4699308010584
3.45,510.95107968838533
3.455,513.2567732392191
3.46,510.8933402720327
3.465,512.9172626598572
3.47,511.6119567070838
3.475,512.5278882414036
3.48,514.29689786181
3.485,512.1006540706829
3.49,510.41163937948653
3.495,513.553174116913
3.5,512.1026198250316
3.505,511.8730229411982
3.51,514.3459135547307
3.515,512.0401326640299
3.52,514.2395647185805
3.525,512.3727236437188
3.53,513.4346766852522
3.535,512.9843912354197
3.54,512.3518704872837
3.545,511.21975176023506
3.55,509.9179855587074
3.555,511.20553007826385
3.56,509.26527703757796
3.565,511.07016383463116
3.57,509.26425689568214
3.575,512.4509243033267
3.58,510.58500546439035
3.585,513.0529770698319
3.59,512.5325648577981
3.595,512.1918854862216
3.6,511.6128526381787
3.605,512.2468151388833
3.61,512.8576976946312
3.615,513.2786387409058
3.62,511.6310264544124
3.625,511.3357736590855
3.63,512.332686013091
3.635,511.20814209785914
3.64,512.9107814412775
3.645,513.7508884748369
3.65,513.8409418521952
3.655,511.06924779874737
3.66,512.7410589445059
3.665,512.2395189111323
3.67,512.5693836746046
3.675,509.69853324115917
3.68,510.977096064274
3.685,510.3704659951439
3.69,509.6640824546814
3.695,508.085674414846
3.7,508.44042977754305
3.705,508.955467046891
3.71,509.1736286500332
3.715,508.94624796410073
3.72,508.8832232800699
3.725,510.15933929944435
3.73,509.9509425460129
3.735,509.0465979934113
3.74,509.0684633907511
3.745,509.73687027301196
3.75,510.32720127614226
3.755,510.7358271703546
3.76,511.09871500093817
3.765,510.65402801514415
3.77,510.3143183074353
3.775,511.0144135139772
3.78,512.0517257312189
3.785,511.089084260121
3.79,510.82062865304636
3.795,510.7154247530967
3.8,512.6292659807814
3.805,512.2412379828281
3.81,513.6892734341053
3.815,513.4670235613474
3.82,514.3989531838357
3.825,514.1927858834675
3.83,510.2087694488062
3.835,508.77543296546946
3.84,500.6083333893371
3.845,505.2228993699589
3.85,501.85256857974565
3.855,510.8435972501124
3.86,500.57584228072756
3.865,509.57192641514746
3.87,515.0296322737817
3.875,517.1866531390611
3.88,509.1170969386131
3.885,515.7209356852516
3.89,526.3370760930025
3.895,525.3074411892952
3.9,513.7611727996128
3.905,510.3919884415616
3.91,509.17946697605464
3.915,506.50560999092994
3.92,0.0
3.925,0.0
3.93,0.0
3.935,0.0
3.94,0.0
3.945,0.0
3.95,0.0
3.955,0.0
3.96,0.0
3.965,0.0
3.97,0.0
3.975,0.0
3.98,0.0
3.985,0.0
3.99,0.0
3.995,0.0
4.0,0.0
4.005,0.0
4.01,0.0
4.015,0.0
4.02,0.0
4.025,0.0
4.03,0.0
4.035,0.0
4.04,0.0
4.045,0.0
4.05,0.0
4.055,0.0
4.06,0.0
4.065,0.0
4.07,0.0
4.075,0.0
4.08,0.0
4.085,0.0
4.09,0.0
4.095,0.0
4.1,0.0
4.105,0.0
4.11,0.0
4.115,0.0
4.12,0.0
4.125,0.0
4.13,0.0
4.135,0.0
4.14,0.0
4.145,0.0
4.15,0.0
4.155,0.0
4.16,0.0
4.165,0.0
4.17,0.0
4.175,0.0
4.18,0.0
4.185,0.0
4.19,0.0
4.195,0.0
4.2,0.0
4.205,0.0
4.21,0.0
4.215,0.0
4.22,0.0
4.225,0.0
4.23,0.0
4.235,0.0
4.24,0.0
4.245,0.0
4.25,0.0
4.255,0.0
4.26,237.62362353474794
4.265,243.88660768732976
4.27,245.42318720736264
4.275,237.99679956590708
4.28,240.3237610585805
4.285,238.72131658115498
4.29,238.40319114682663
4.295,239.81355599585658
4.3,238.01355556210603
4.305,239.0807714967467
4.31,237.74088301087045
4.315,239.75096397122567
4.32,238.72579935270755
4.325,240.99654298505993
4.33,240.97297104806557
4.335,243.11441513590287
4.34,243.45359040719842
4.345,244.53094765782257
4.35,246.32554579005935
4.355,248.13702043734648
4.36,247.64482481423232
4.365,249.56993606842966
4.37,250.4239089182143
4.375,252.05233640793114
4.38,253.44060781613672
4.385,254.18725210782617
4.39,253.1464853278987
4.395,253.60090483974298
4.4,252.02467145344744
4.405,253.49022871158675
4.41,251.94516438195734
4.415,251.5885519308227
4.42,251.25302464927483
4.425,250.6513367515096
4.43,250.50349658661463
4.435,250.37197342862822
4.44,250.30746700515323
4.445,250.5980288311226
4.45,250.10972574245596
4.455,248.8984341928584
4.46,248.18975238453496
4.465,244.4581485867113
4.47,240.19906371891594
4.475,243.34137286595316
4.48,242.972212755195
4.485,243.30449376186922
4.49,244.80251290571616
4.495,245.0873513199721
4.5,244.97181454374538
4.505,245.11518820595043
4.51,245.8186003702012
4.515,246.50712603699546
4.52,246.79106825198278
4.525,247.01573214883135
4.53,248.69751110954064
4.535,248.74632945425608
4.54,250.11246875584732
4.545,249.12494936388595
4.55,250.43158862084627
4.555,250.15186109296172
4.56,249.77220270681192
4.565,249.02068955159896
4.57,248.28218099990863
4.575,247.20467191587815
4.58,245.9956014399108
4.585,245.93531683636547
4.59,244.68949491634802
4.595,243.8569949183644
4.6,243.25020634051768
4.605,242.84579604200582
4.61,242.7081206633405
4.615,242.09701662275137
4.62,242.37668139564664
4.625,242.3404579198158
4.63,242.2875785235481
4.635,242.5739988080361
4.64,242.88461017965525
4.645,243.04085924780244
4.65,242.61067609992645
4.655,242.48847219238957
4.66,242.76057437837147
4.665,243.29399426362139
4.67,242.1725702054977
4.675,242.87091189484357
4.68,241.9948852110946
4.685,242.10252639483932
4.69,241.814457752472
4.695,241.58069577795388
4.7,241.2332617019402
4.705,241.32112061789292
4.71,241.34819280992224
4.715,240.52465019522103
4.72,239.61565735790532
4.725,246.22516916986612
4.73,245.13934131250167
4.735,245.51325424401495
4.74,246.00731611209014
4.745,244.26094356227628
4.75,243.2574583555883
4.755,242.4296119600429
4.76,242.862671408931
4.765,242.60867993097096
4.77,242.70801474583794
4.775,242.63399057136712
4.78,243.13782100056542
4.785,243.1508622223619
4.79,243.33527394811622
4.795,243.60297316648987
4.8,242.3166784108037
4.805,243.26686998808026
4.81,243.19782652085718
4.815,244.31825488650927
4.82,244.43933215568663
4.825,243.8805431062404
4.83,244.2000865559655
4.835,243.38468159600203
4.84,244.3163468147649
4.845,244.54883786431938
4.85,243.30017675347318
4.855,244.51419611322876
4.86,244.2261207091501
4.865,244.7051672798894
4.87,245.32259661692464
4.875,245.70639698319712
4.88,245.49176123228727
4.885,246.40544991066986
4.89,245.57618065945886
4.895,245.4304262119348
4.9,244.79267754889395
4.905,243.5918541123375
4.91,242.35467579468343
4.915,240.67511766213116
4.92,239.8341004076529
4.925,238.09971381258376
4.93,242.711037677327
4.935,248.18802487426993
4.94,248.55061208509588
4.945,248.3479004141387
4.95,247.07229828250382
4.955,248.04431556806844
4.96,247.10303651411294
4.965,247.66366618336488
4.97,247.40875507889652
4.975,247.8070335054155
4.98,247.75242920057934
4.985,247.26790486451586
4.99,247.3879711796
4.995,247.21661287214073
5.0,246.4312341466141
5.005,246.60445415203657
5.01,245.95165053718404
5.015,245.92156527741597
5.02,245.71280173952022
5.025,244.8344769210913
5.03,245.95501494111878
5.035,245.30339392010976
5.04,244.58006201951068
5.045,245.19667511364148
5.05,245.23786392605967
5.055,244.6127692547847
5.06,244.9256408209842
5.065,244.93018921861224
5.07,244.8674189454136
5.075,245.00643938883167
5.08,245.4785641803015
5.085,246.08566475640495
5.09,245.63226175117225
5.095,246.179374768037
5.1,245.70437658184161
5.105,246.51830668573996
5.11,246.94969639863524
5.115,247.15531720322045
5.12,246.8429373043668
5.125,247.5371216720096
5.13,247.48747081118486
5.135,247.53992042131793
5.14,247.7296975232508
5.145,248.45740578019306
5.15,247.09941450080254
5.155,247.66846956681036
5.16,247.44108686981042
5.165,247.0259387776355
5.17,247.54501836196044
5.175,246.67012407198263
5.18,237.6251095537425
5.185,241.32222894135046
5.19,241.96095367431994
5.195,242.5391318710306
5.2,242.27514547524922
5.205,243.3069183566995
5.21,243.05532871917902
5.215,244.11071479465159
5.22,244.81701846132032
5.225,245.1453805937189
5.23,252.2508419058463
5.235,252.99990172224537
5.24,255.05612324936942
5.245,256.5855565444263
5.25,256.8446158206589
5.255,256.0455121930797
5.26,255.50522867015692
5.265,252.00029183209216
5.27,252.1660823569056
5.275,251.67863746630007
5.28,251.54686008292714
5.285,250.21050363753383
5.29,247.63485738529317
5.295,246.1265601759234
5.3,243.46381504949932
5.305,242.66219606887643
5.31,243.15541160759142
5.315,243.47151723489944
5.32,243.7940666455527
5.325,244.50644963180522
5.33,243.87507352360615
5.335,244.29096919790393
5.34,244.14980710185148
5.345,243.641234301567
5.35,243.18870574480184
5.355,242.76848669440142
5.36,242.36424799391511
5.365,241.95200074896565
5.37,241.21539485835964
5.375,240.4629036643956
5.38,240.21220229608926
5.385,238.72963824380432
5.39,238.80156529558138
5.395,237.8236802486837
5.4,236.83737935951174
5.405,235.76080694989463
5.41,236.19002168906061
5.415,237.68110929705634
5.42,237.23614148990953
5.425,257.92097770820965
5.43,263.6667056591924
5.435,247.5378395733645
5.44,250.34035558516953
5.445,247.4581712694452
5.45,247.20669217049573
5.455,243.51253736326387
5.46,242.53196552433914
5.465,239.94502099444296
5.47,239.52880453836246
5.475,240.41132857781804
5.48,239.63291032099676
5.485,240.98784562944778
5.49,240.9668938812107
5.495,241.95611393902948
5.5,240.6389140246405
5.505,240.9318110854912
5.51,241.40819224380178
5.515,245.70884939295294
5.52,243.62681016858417
5.525,246.198513303283
5.53,238.8749492602971
5.535,249.96431452754788
5.54,245.89555965447968
5.545,245.49166211920146
5.55,242.4341474703111
5.555,241.91009910228615
5.56,241.13908019741984
5.565,245.51034502661454
5.57,244.2018640706223
5.575,244.98569094925853
5.58,245.49501121740616
5.585,244.79089128875793
5.59,246.5869005488577
5.595,244.74565068747626
5.6,242.40777547669353
5.605,242.0022741003087
5.61,241.46582393256585
5.615,243.57833913122724
5.62,244.75865229543317
5.625,242.56765695936963
5.63,243.09207520525976
5.635,244.5176969990157
5.64,247.97977430862238
5.645,244.2119728614574
5.65,248.84446654597477
5.655,251.6880740735455
5.66,0.0
5.665,0.0
5.67,0.0
5.675,0.0
5.68,0.0
5.685,0.0
5.69,0.0
5.695,0.0
5.7,0.0
5.705,0.0
5.71,0.0
5.715,0.0
5.72,0.0
5.725,293.59939914290834
5.73,286.6718520008766
5.735,274.6533327960943
5.74,270.6624413923767
5.745,282.0477857172794
5.75,270.71016639922254
5.755,270.48919990416334
5.76,269.8183309900118
5.765,271.45583182880426
5.77,271.65210404463096
5.775,269.36857459925733
5.78,271.33596485753543
5.785,264.7818510989288
5.79,267.66746734662684
5.795,273.7566488787621
5.8,273.9070839540197
5.805,271.99934193295127
5.81,276.83658711915797
5.815,279.25750389547585
5.82,275.97905941575243
5.825,276.11502812422555
5.83,279.6958687654261
5.835,279.31290993733603
5.84,277.54654421369395
5.845,278.6378746342684
5.85,279.746882915937
5.855,279.2314424439066
5.86,282.3324340032279
5.865,283.17968845939964
5.87,285.30795415228266
5.875,287.0379656425783
5.88,285.7400438150322
5.885,287.3593667885138
5.89,287.48976937756055
5.895,291.5495030695343
5.9,287.9603679970073
5.905,291.0527490880861
5.91,295.81734932177784
5.915,299.2319132393188
5.92,298.6241880894409
5.925,293.7782641636422
5.93,293.35654871972014
5.935,297.6238299590554
5.94,293.20781582400326
5.945,295.2401003291604
5.95,293.5661872507572
5.955,293.04383154455587
5.96,290.6498763892552
5.965,295.75078157723516
5.97,292.1438639394519
5.975,291.1264742968577
5.98,290.1287081234005
5.985,293.3763674953923
5.99,289.8062099501272
5.995,295.16093837575715
6.0,292.437275823422
6.005,290.1119396105931
6.01,292.11733511417435
6.015,293.74464770890575
6.02,297.0660990960441
6.025,298.8116874062213
6.03,297.3361432442512
6.035,304.0770183789527
6.04,300.43528665299516
6.045,296.79712337405647
6.05,290.5191574720675
6.055,292.9946857540567
6.06,0.0
6.065,0.0
6.07,0.0
6.075,0.0
6.08,0.0
6.085,0.0
6.09,0.0
6.095,0.0
6.1,0.0
6.105,0.0
6.11,0.0
6.115,0.0
6.12,0.0
6.125,0.0
6.13,0.0
6.135,0.0
6.14,0.0
6.145,0.0
6.15,0.0
6.155,0.0
6.16,0.0
6.165,0.0
6.17,0.0
6.175,0.0
6.18,0.0
6.185,0.0
6.19,0.0
6.195,0.0
6.2,0.0
6.205,0.0
6.21,0.0
6.215,0.0
6.22,0.0
6.225,0.0
6.23,0.0
6.235,0.0
6.24,0.0
6.245,516.1893249957843
6.25,485.1797055462351
6.255,472.12197591786895
6.26,493.6730969542702
6.265,496.32170293743917
6.27,494.39069716030565
6.275,495.5392157354824
6.28,495.6009480222707
6.285,497.461145127491
6.29,501.6745372179822
6.295,501.47095859698396
6.3,501.20078750299166
6.305,502.8800057756477
6.31,502.3871930743322
6.315,500.05284415770495
6.32,500.98449601625293
6.325,500.28090120345064
6.33,499.5570633614074
6.335,497.85397122972887
6.34,496.65419879692547
6.345,499.965000412385
