time,frequency,confidence
2.485,509.78,1.0
2.49,514.44,1.0
2.495,515.54,1.0
2.5,515.46,1.0
2.505,519.97,1.0
2.51,516.82,1.0
2.515,516.57,1.0
2.52,516.19,1.0
2.525,514.75,1.0
2.53,518.53,1.0
2.535,520.71,1.0
2.54,517.66,1.0
2.545,516.78,1.0
2.55,518.79,1.0
2.555,518.53,1.0
2.56,516.68,1.0
2.565,518.26,1.0
2.57,516.36,1.0
2.575,515.27,1.0
2.58,515.63,1.0
2.585,515.42,1.0
2.59,515.72,1.0
2.595,515.24,1.0
2.6,515.04,1.0
2.605,513.44,1.0
2.61,512.2,1.0
2.615,511.51,1.0
2.62,512.33,1.0
2.625,510.89,1.0
2.63,510.39,1.0
2.635,511.6,1.0
2.64,510.58,1.0
2.645,509.1,1.0
2.65,510.65,1.0
2.655,509.31,1.0
2.66,510.07,1.0
2.665,509.64,1.0
2.67,511.26,1.0
2.675,510.92,1.0
2.68,510.47,1.0
2.685,510.1,1.0
2.69,508.25,1.0
2.695,511.36,1.0
2.7,508.52,1.0
2.705,507.96,1.0
2.71,507.75,1.0
2.715,510.16,1.0
2.72,509.15,1.0
2.725,509.56,1.0
2.73,509.4,1.0
2.735,511.03,1.0
2.74,513.03,1.0
2.745,513.86,1.0
2.75,514.31,1.0
2.755,514.15,1.0
2.76,513.74,1.0
2.765,513.64,1.0
2.77,513.64,1.0
2.775,510.89,1.0
2.78,511.7,1.0
2.785,511.83,1.0
2.79,511.54,1.0
2.795,510.73,1.0
2.8,514.8,1.0
2.805,515.7,1.0
2.81,517.05,1.0
2.815,516.32,1.0
2.82,514.51,1.0
2.825,514.33,1.0
2.83,513.3,1.0
2.835,513.13,1.0
2.84,513.14,1.0
2.845,512.95,1.0
2.85,512.68,1.0
2.855,513.16,1.0
2.86,513.27,1.0
2.865,515.07,1.0
2.87,515.3,1.0
2.875,516.1,1.0
2.88,517.69,1.0
2.885,520.42,1.0
2.89,518.51,1.0
2.895,517.17,1.0
2.9,515.8,1.0
2.905,515.38,1.0
2.91,514.02,1.0
2.915,512.79,1.0
2.92,513.01,1.0
2.925,509.05,1.0
2.93,511.83,1.0
2.935,513.17,1.0
2.94,512.51,1.0
2.945,515.1,1.0
2.95,512.64,1.0
2.955,512.53,1.0
2.96,516.29,1.0
2.965,512.77,1.0
2.97,514.04,1.0
2.975,515.54,1.0
2.98,515.31,1.0
2.985,514.6,1.0
2.99,513.8,1.0
2.995,512.5,1.0
3.0,513.32,1.0
3.005,512.72,1.0
3.01,511.25,1.0
3.015,511.72,1.0
3.02,509.98,1.0
3.025,509.52,1.0
3.03,508.46,1.0
3.035,508.13,1.0
3.04,509.36,1.0
3.045,509.23,1.0
3.05,509.21,1.0
3.055,511.19,1.0
3.06,509.98,1.0
3.065,510.78,1.0
3.07,510.76,1.0
3.075,514.56,1.0
3.08,512.4,1.0
3.085,513.43,1.0
3.09,512.77,1.0
3.095,513.52,1.0
3.1,514.5,1.0
3.105,513.41,1.0
3.11,513.47,1.0
3.115,515.75,1.0
3.12,513.78,1.0
3.125,513.22,1.0
3.13,514.43,1.0
3.135,513.64,1.0
3.14,512.77,1.0
3.145,513.55,1.0
3.15,513.1,1.0
3.155,514.79,1.0
3.16,511.26,1.0
3.165,511.4,1.0
3.17,512.39,1.0
3.175,512.5,1.0
3.18,512.35,1.0
3.185,511.79,1.0
3.19,512.42,1.0
3.195,511.68,1.0
3.2,512.2,1.0
3.205,512.74,1.0
3.21,512.89,1.0
3.215,512.58,1.0
3.22,513.17,1.0
3.225,514.82,1.0
3.23,514.68,1.0
3.235,516.44,1.0
3.24,516.43,1.0
3.245,516.41,1.0
3.25,516.18,1.0
3.255,516.56,1.0
3.26,516.25,1.0
3.265,514.53,1.0
3.27,514.61,1.0
3.275,514.02,1.0
3.28,512.8,1.0
3.285,513.02,1.0
3.29,512.0,1.0
3.295,512.44,1.0
3.3,511.89,1.0
3.305,510.82,1.0
3.31,510.38,1.0
3.315,511.66,1.0
3.32,509.89,1.0
3.325,511.09,1.0
3.33,509.91,1.0
3.335,509.04,1.0
3.34,511.9,1.0
3.345,512.62,1.0
3.35,514.53,1.0
3.355,509.81,1.0
3.36,509.57,1.0
3.365,509.01,1.0
3.37,510.06,1.0
3.375,509.05,1.0
3.38,508.12,1.0
3.385,506.29,1.0
3.39,507.7,1.0
3.395,508.34,1.0
3.4,507.84,1.0
3.405,509.38,1.0
3.41,509.96,1.0
3.415,510.2,1.0
3.42,509.78,1.0
3.425,508.98,1.0
3.43,509.36,1.0
3.435,509.12,1.0
3.44,509.46,1.0
3.445,505.07,1.0
3.45,509.39,1.0
3.455,508.63,1.0
3.46,509.33,1.0
3.465,507.97,1.0
3.47,508.55,1.0
3.475,510.91,1.0
3.48,512.35,1.0
3.485,512.17,1.0
3.49,513.6,1.0
3.495,511.98,1.0
3.5,513.7,1.0
3.505,513.19,1.0
3.51,511.89,1.0
3.515,509.93,1.0
3.52,513.63,1.0
3.525,513.15,1.0
3.53,512.51,1.0
3.535,511.83,1.0
3.54,512.82,1.0
3.545,512.67,1.0
3.55,512.71,1.0
3.555,512.48,1.0
3.56,511.84,1.0
3.565,513.78,1.0
3.57,513.22,1.0
3.575,513.19,1.0
3.58,515.25,1.0
3.585,512.95,1.0
3.59,513.34,1.0
3.595,513.43,1.0
3.6,514.24,1.0
3.605,513.84,1.0
3.61,513.78,1.0
3.615,514.45,1.0
3.62,513.71,1.0
3.625,514.03,1.0
3.63,512.85,1.0
3.635,513.34,1.0
3.64,513.53,1.0
3.645,512.07,1.0
3.65,512.86,1.0
3.655,510.88,1.0
3.66,514.37,1.0
3.665,512.9,1.0
3.67,513.56,1.0
3.675,512.88,1.0
3.68,513.98,1.0
3.685,514.75,1.0
3.69,514.77,1.0
3.695,515.25,1.0
3.7,515.49,1.0
3.705,515.57,1.0
3.71,515.4,1.0
3.715,512.52,1.0
3.72,513.6,1.0
3.725,513.57,1.0
3.73,511.52,1.0
3.735,514.59,1.0
3.74,511.09,1.0
3.745,511.93,1.0
3.75,510.99,1.0
3.755,513.57,1.0
3.76,510.96,1.0
3.765,511.4,1.0
3.77,510.85,1.0
3.775,511.95,1.0
3.78,512.23,1.0
3.785,511.98,1.0
3.79,510.33,1.0
3.795,511.53,1.0
3.8,511.95,1.0
3.805,512.36,1.0
3.81,513.4,1.0
3.815,513.13,1.0
3.82,516.54,1.0
3.825,516.45,1.0
3.83,517.94,1.0
3.835,516.7,1.0
3.84,520.87,1.0
3.845,519.46,1.0
3.85,518.64,1.0
3.855,517.74,1.0
3.86,518.09,1.0
3.865,515.77,1.0
3.87,512.12,1.0
3.875,512.21,1.0
3.88,517.0,1.0
3.885,517.38,1.0
3.89,519.57,1.0
3.895,523.32,1.0
3.9,531.34,1.0
3.905,579.3,1.0
3.91,492.88,1.0
3.915,519.94,1.0
3.92,526.07,1.0
3.925,541.26,1.0
3.93,563.56,1.0
3.935,521.49,1.0
3.94,595.42,1.0
3.945,496.71,1.0
3.95,507.43,1.0
3.955,498.43,1.0
3.96,492.84,1.0
3.965,0.0,1.0
3.97,0.0,1.0
3.975,0.0,1.0
3.98,0.0,1.0
3.985,0.0,1.0
3.99,0.0,1.0
3.995,0.0,1.0
4.0,0.0,1.0
4.005,0.0,1.0
4.01,0.0,1.0
4.015,0.0,1.0
4.02,0.0,1.0
4.025,0.0,1.0
4.03,0.0,1.0
4.035,0.0,1.0
4.04,0.0,1.0
4.045,0.0,1.0
4.05,0.0,1.0
4.055,0.0,1.0
4.06,0.0,1.0
4.065,0.0,1.0
4.07,0.0,1.0
4.075,0.0,1.0
4.08,0.0,1.0
4.085,0.0,1.0
4.09,0.0,1.0
4.095,0.0,1.0
4.1,0.0,1.0
4.105,0.0,1.0
4.11,0.0,1.0
4.115,0.0,1.0
4.12,0.0,1.0
4.125,0.0,1.0
4.13,0.0,1.0
4.135,0.0,1.0
4.14,0.0,1.0
4.145,0.0,1.0
4.15,0.0,1.0
4.155,0.0,1.0
4.16,0.0,1.0
4.165,0.0,1.0
4.17,0.0,1.0
4.175,0.0,1.0
4.18,0.0,1.0
4.185,0.0,1.0
4.19,0.0,1.0
4.195,0.0,1.0
4.2,0.0,1.0
4.205,0.0,1.0
4.21,0.0,1.0
4.215,0.0,1.0
4.22,250.24,1.0
4.225,258.52,1.0
4.23,270.75,1.0
4.235,282.73,1.0
4.24,283.85,1.0
4.245,303.21,1.0
4.25,262.53,1.0
4.255,257.35,1.0
4.26,253.21,1.0
4.265,259.37,1.0
4.27,238.54,1.0
4.275,202.94,1.0
4.28,246.99,1.0
4.285,253.0,1.0
4.29,271.19,1.0
4.295,232.76,1.0
4.3,263.32,1.0
4.305,243.69,1.0
4.31,244.46,1.0
4.315,244.86,1.0
4.32,252.92,1.0
4.325,244.03,1.0
4.33,239.43,1.0
4.335,240.3,1.0
4.34,238.48,1.0
4.345,239.5,1.0
4.35,237.64,1.0
4.355,238.37,1.0
4.36,238.8,1.0
4.365,239.14,1.0
4.37,239.39,1.0
4.375,240.49,1.0
4.38,241.94,1.0
4.385,244.13,1.0
4.39,244.25,1.0
4.395,245.51,1.0
4.4,246.59,1.0
4.405,247.45,1.0
4.41,247.69,1.0
4.415,249.58,1.0
4.42,248.98,1.0
4.425,249.46,1.0
4.43,249.57,1.0
4.435,249.57,1.0
4.44,248.86,1.0
4.445,248.27,1.0
4.45,246.89,1.0
4.455,245.91,1.0
4.46,243.49,1.0
4.465,240.89,1.0
4.47,234.78,1.0
4.475,234.21,1.0
4.48,236.45,1.0
4.485,237.71,1.0
4.49,236.98,1.0
4.495,237.45,1.0
4.5,236.83,1.0
4.505,236.78,1.0
4.51,235.73,1.0
4.515,235.73,1.0
4.52,235.15,1.0
4.525,235.52,1.0
4.53,235.78,1.0
4.535,236.26,1.0
4.54,236.49,1.0
4.545,236.53,1.0
4.55,236.51,1.0
4.555,236.33,1.0
4.56,236.77,1.0
4.565,236.45,1.0
4.57,236.59,1.0
4.575,236.51,1.0
4.58,236.14,1.0
4.585,236.74,1.0
4.59,236.95,1.0
4.595,236.51,1.0
4.6,236.65,1.0
4.605,236.51,1.0
4.61,236.83,1.0
4.615,237.09,1.0
4.62,237.54,1.0
4.625,238.18,1.0
4.63,238.21,1.0
4.635,238.97,1.0
4.64,238.98,1.0
4.645,239.86,1.0
4.65,239.5,1.0
4.655,239.53,1.0
4.66,239.99,1.0
4.665,241.09,1.0
4.67,240.78,1.0
4.675,241.09,1.0
4.68,240.95,1.0
4.685,241.13,1.0
4.69,240.92,1.0
4.695,240.47,1.0
4.7,239.85,1.0
4.705,240.02,1.0
4.71,239.5,1.0
4.715,239.47,1.0
4.72,238.2,1.0
4.725,237.98,1.0
4.73,237.76,1.0
4.735,237.61,1.0
4.74,237.37,1.0
4.745,237.42,1.0
4.75,243.41,1.0
4.755,246.55,1.0
4.76,247.74,1.0
4.765,248.58,1.0
4.77,246.56,1.0
4.775,246.11,1.0
4.78,245.08,1.0
4.785,245.44,1.0
4.79,244.62,1.0
4.795,244.2,1.0
4.8,243.83,1.0
4.805,243.52,1.0
4.81,242.19,1.0
4.815,241.52,1.0
4.82,241.81,1.0
4.825,241.67,1.0
4.83,241.97,1.0
4.835,240.23,1.0
4.84,242.55,1.0
4.845,243.66,1.0
4.85,242.86,1.0
4.855,242.78,1.0
4.86,242.26,1.0
4.865,242.67,1.0
4.87,242.19,1.0
4.875,242.89,1.0
4.88,242.74,1.0
4.885,242.74,1.0
4.89,243.33,1.0
4.895,242.71,1.0
4.9,243.0,1.0
4.905,242.29,1.0
4.91,241.36,1.0
4.915,240.75,1.0
4.92,238.69,1.0
4.925,234.35,1.0
4.93,232.96,1.0
4.935,232.87,1.0
4.94,232.43,1.0
4.945,235.69,1.0
4.95,242.5,1.0
4.955,245.91,1.0
4.96,245.94,1.0
4.965,246.17,1.0
4.97,245.78,1.0
4.975,245.39,1.0
4.98,245.04,1.0
4.985,245.96,1.0
4.99,246.58,1.0
4.995,247.33,1.0
5.0,247.26,1.0
5.005,247.13,1.0
5.01,246.82,1.0
5.015,246.86,1.0
5.02,246.45,1.0
5.025,246.35,1.0
5.03,246.21,1.0
5.035,246.13,1.0
5.04,246.29,1.0
5.045,246.05,1.0
5.05,245.85,1.0
5.055,246.01,1.0
5.06,246.23,1.0
5.065,245.75,1.0
5.07,245.74,1.0
5.075,245.71,1.0
5.08,245.86,1.0
5.085,246.05,1.0
5.09,246.03,1.0
5.095,246.49,1.0
5.1,246.54,1.0
5.105,246.58,1.0
5.11,246.7,1.0
5.115,246.93,1.0
5.12,246.28,1.0
5.125,246.31,1.0
5.13,245.86,1.0
5.135,245.69,1.0
5.14,245.47,1.0
5.145,245.61,1.0
5.15,245.58,1.0
5.155,245.2,1.0
5.16,245.38,1.0
5.165,246.39,1.0
5.17,246.69,1.0
5.175,247.15,1.0
5.18,248.18,1.0
5.185,248.35,1.0
5.19,248.67,1.0
5.195,248.85,1.0
5.2,246.36,1.0
5.205,240.8,1.0
5.21,240.22,1.0
5.215,240.42,1.0
5.22,241.78,1.0
5.225,241.76,1.0
5.23,241.58,1.0
5.235,241.08,1.0
5.24,242.3,1.0
5.245,244.83,1.0
5.25,247.45,1.0
5.255,249.34,1.0
5.26,251.78,1.0
5.265,250.85,1.0
5.27,251.1,1.0
5.275,250.39,1.0
5.28,248.57,1.0
5.285,248.27,1.0
5.29,247.11,1.0
5.295,246.47,1.0
5.3,244.07,1.0
5.305,239.6,1.0
5.31,237.86,1.0
5.315,237.82,1.0
5.32,239.44,1.0
5.325,240.53,1.0
5.33,239.82,1.0
5.335,240.85,1.0
5.34,241.34,1.0
5.345,241.58,1.0
5.35,242.01,1.0
5.355,242.69,1.0
5.36,243.35,1.0
5.365,243.48,1.0
5.37,243.58,1.0
5.375,243.87,1.0
5.38,244.2,1.0
5.385,244.25,1.0
5.39,243.88,1.0
5.395,243.23,1.0
5.4,242.56,1.0
5.405,241.73,1.0
5.41,240.94,1.0
5.415,239.79,1.0
5.42,238.4,1.0
5.425,237.18,1.0
5.43,236.63,1.0
5.435,235.01,1.0
5.44,234.2,1.0
5.445,237.91,1.0
5.45,250.65,1.0
5.455,253.04,1.0
5.46,253.26,1.0
5.465,251.01,1.0
5.47,249.35,1.0
5.475,250.44,1.0
5.48,247.73,1.0
5.485,246.34,1.0
5.49,245.69,1.0
5.495,245.61,1.0
5.5,245.78,1.0
5.505,244.52,1.0
5.51,244.38,1.0
5.515,243.2,1.0
5.52,243.84,1.0
5.525,243.91,1.0
5.53,243.23,1.0
5.535,244.88,1.0
5.54,241.43,1.0
5.545,243.8,1.0
5.55,244.47,1.0
5.555,246.11,1.0
5.56,241.87,1.0
5.565,238.06,1.0
5.57,229.61,1.0
5.575,237.23,1.0
5.58,241.31,1.0
5.585,238.56,1.0
5.59,241.02,1.0
5.595,243.39,1.0
5.6,244.88,1.0
5.605,242.84,1.0
5.61,245.76,1.0
5.615,247.76,1.0
5.62,244.36,1.0
5.625,239.66,1.0
5.63,238.47,1.0
5.635,237.44,1.0
5.64,243.51,1.0
5.645,242.09,1.0
5.65,239.42,1.0
5.655,242.68,1.0
5.66,243.23,1.0
5.665,242.71,1.0
5.67,239.83,1.0
5.675,242.8,1.0
5.68,238.76,1.0
5.685,241.58,1.0
5.69,241.21,1.0
5.695,239.79,1.0
5.7,244.0,1.0
5.705,246.63,1.0
5.71,237.93,1.0
5.715,245.61,1.0
5.72,237.22,1.0
5.725,233.03,1.0
5.73,270.94,1.0
5.735,291.45,1.0
5.74,276.43,1.0
5.745,271.47,1.0
5.75,287.37,1.0
5.755,298.72,1.0
5.76,276.28,1.0
5.765,273.04,1.0
5.77,273.69,1.0
5.775,273.24,1.0
5.78,271.44,1.0
5.785,269.38,1.0
5.79,269.79,1.0
5.795,266.21,1.0
5.8,237.07,1.0
5.805,257.73,1.0
5.81,262.07,1.0
5.815,262.46,1.0
5.82,263.01,1.0
